URL;PRICE;PRICE_SALE;STATUS;ACTIVITY;QUANTITY
https://lenta.com/product/dzhem-maheev-chernichnyjj-dojjpak-s-dozatorom-rossiya-300g-338799/;0;0;;Y;0
https://lenta.com/product/dzhem-maheev-chernosmorodinovyjj-dojjpak-s-dozatorom-rossiya-300g-436086/;0;0;;Y;0
https://lenta.com/product/dzhiganath-pekarnya-1-fonariki-medovo-orehovyjj-rossiya-200g-568498/;0;0;;Y;0
https://lenta.com/product/zhidkoe-sredstvo-dlya-mytya-posudy-aos-limon-rossiya-450g-476729/;0;0;;Y;0
https://lenta.com/product/zhidkoe-sredstvo-dlya-posudy-aos-balzam-aloe-vera-rossiya-900g-473793/;0;0;;Y;0
https://lenta.com/product/zhidkoe-sredstvo-dlya-posudy-sorti-glicerin-rossiya-900g-470677/;0;0;;Y;0
https://lenta.com/product/zefir-365-dnejj-glazirovannyjj-s-aromatom-vanili-rossiya-200g-232543/;0;0;;Y;0
https://lenta.com/product/zefir-365-dnejj-c-aromatom-vanili-rossiya-270g-367651/;0;0;;Y;0
https://lenta.com/product/595043-rossiya-595043/;168;200;"Товара много";Y;100
https://lenta.com/product/595044-rossiya-595044/;221;270;"Товара много";Y;100
https://lenta.com/product/501840-rossiya-501840/;0;0;"Товар закончился";Y;0
https://lenta.com/product/zefir-bekovskie-sladosti-bdobavok-rossiya-250g-482971/;121;150;"Товара много";Y;100
https://lenta.com/product/zefir-bekovskie-sladosti-s-malinojj-rossiya-250g-482976/;42;50;"Товара много";Y;100
https://lenta.com/product/510663-rossiya-510663/;0;0;;Y;0
https://lenta.com/product/zefir-vdohnovenie-grushevyjj-desert-v-temnom-shokolade-rossiya-245g-476346/;0;0;;Y;0
https://lenta.com/product/zefir-polet-v-temnojj-glazuri-rossiya-500g-393306/;0;0;;Y;0
https://lenta.com/product/zefir-lenta-s-aromatom-vanili-rossiya-270g-291502/;0;0;;Y;0
https://lenta.com/product/zefir-rot-front-sladkie-istorii-s-vanilnym-vkusom-rossiya-250g-442180/;0;0;;Y;0
https://lenta.com/product/zefir-sladkie-istorii-s-klubnikojj-rossiya-250g-280544/;0;0;;Y;0
https://lenta.com/product/zefir-sormovo-belorozovyjj-rossiya-280g-210565/;0;0;;Y;0
https://lenta.com/product/zefir-sormovo-kofe-s-molokom-podlozhka-rossiya-280g-155587/;0;0;;Y;0
https://lenta.com/product/zefir-sharmel-klassicheskijj-v-shokolade-rossiya-250g-103693/;0;0;;Y;0
https://lenta.com/product/zefir-sharmel-kofejjnyjj-v-shokolade-rossiya-250g-157975/;0;0;;Y;0
https://lenta.com/product/zefir-sharmel-kofejjnyjj-rossiya-255g-586396/;0;0;;Y;0
https://lenta.com/product/zefir-sharmel-v-shokolade-so-vkusom-plombira-rossiya-250g-055441/;0;0;;Y;0
https://lenta.com/product/zefir-sharmel-yablochnyjj-rossiya-255g-157977/;0;0;;Y;0
https://lenta.com/product/zubnaya-pasta-365-dnejj-zashchita-ot-kariesa-rossiya-100g-535800/;0;0;;Y;0
https://lenta.com/product/zubnaya-pasta-blendamed-3d-white-svezhest-prohladnaya-svezhest-rossiya-100ml-191004/;0;0;"Товар закончился";Y;0
https://lenta.com/product/zubnaya-pasta-prochie-tovary-svezhest-i-ochishchenie-ekstrasvezhest-germaniya-122g-610209/;0;0;"Товар закончился";Y;0
